,Date,Open,High,Low,Close
1143,2019-03-25,1.12954,1.13316,1.1288,1.13144
1142,2019-03-26,1.13144,1.1326,1.1261,1.12752
1141,2019-03-27,1.12755,1.12856,1.1241,1.12493
1140,2019-03-28,1.12493,1.12613,1.1212,1.12281
1139,2019-03-29,1.12283,1.1247,1.1208,1.1217
1138,2019-04-01,1.12218,1.125,1.1197,1.12061
1137,2019-04-02,1.12063,1.1216,1.1182,1.12041
1136,2019-04-03,1.12044,1.12547,1.12,1.12418
1135,2019-04-04,1.12418,1.12477,1.1205,1.12215
1134,2019-04-05,1.12215,1.12474,1.1209,1.1212
1133,2019-04-08,1.12185,1.12746,1.1213,1.12562
1132,2019-04-09,1.12565,1.12843,1.1254,1.12663
1131,2019-04-10,1.12663,1.12877,1.1228,1.1275
1130,2019-04-11,1.1276,1.12875,1.1248,1.1258
1129,2019-04-12,1.1258,1.13239,1.1256,1.12984
1128,2019-04-15,1.13046,1.1321,1.1297,1.13021
1127,2019-04-16,1.13021,1.1314,1.1277,1.128
1126,2019-04-17,1.12814,1.13237,1.1279,1.12983
1125,2019-04-18,1.12983,1.13041,1.1224,1.12365
1124,2019-04-19,1.12365,1.1248,1.123,1.12449
1123,2019-04-22,1.12421,1.1262,1.1234,1.12597
1122,2019-04-23,1.126,1.12613,1.1191,1.12216
1121,2019-04-24,1.12219,1.12245,1.1139,1.11577
1120,2019-04-25,1.11578,1.11625,1.1117,1.11368
1119,2019-04-26,1.11372,1.1174,1.1109,1.1149
1118,2019-04-29,1.11505,1.11869,1.1143,1.1184
1117,2019-04-30,1.11841,1.12293,1.1174,1.12109
1116,2019-05-01,1.12111,1.12648,1.1186,1.12032
1115,2019-05-02,1.12032,1.12191,1.11679,1.11745
1114,2019-05-03,1.11745,1.1205,1.1134,1.11933
1113,2019-05-06,1.11939,1.12093,1.1177,1.1198
1112,2019-05-07,1.11983,1.12179,1.1165,1.11927
1111,2019-05-08,1.11927,1.12138,1.1181,1.11974
1110,2019-05-09,1.11974,1.1251,1.1172,1.12188
1109,2019-05-10,1.12187,1.12536,1.1216,1.12379
1108,2019-05-13,1.12352,1.12636,1.1217,1.12308
1107,2019-05-14,1.12309,1.1244,1.12,1.12069
1106,2019-05-15,1.12072,1.12247,1.1176,1.1206
1105,2019-05-16,1.12062,1.1224,1.1164,1.11737
1104,2019-05-17,1.11736,1.11843,1.1154,1.11581
1103,2019-05-20,1.11628,1.1175,1.1148,1.11679
1102,2019-05-21,1.11683,1.1188,1.114,1.11633
1101,2019-05-22,1.11636,1.11803,1.1147,1.11564
1100,2019-05-23,1.11564,1.11876,1.1106,1.1182
1099,2019-05-24,1.11821,1.12121,1.1175,1.1202
1098,2019-05-27,1.12098,1.12152,1.1185,1.11931
1097,2019-05-28,1.11931,1.11984,1.11576,1.11652
1096,2019-05-29,1.11654,1.11725,1.1122,1.1137
1095,2019-05-30,1.11371,1.11434,1.1115,1.11328
1094,2019-05-31,1.11327,1.11798,1.1124,1.11686
1093,2019-06-03,1.11716,1.1262,1.1159,1.1245
1092,2019-06-04,1.12453,1.12774,1.1225,1.12524
1091,2019-06-05,1.12526,1.13068,1.1218,1.12279
1090,2019-06-06,1.12283,1.1309,1.12,1.12773
1089,2019-06-07,1.12775,1.13479,1.125,1.1333
1088,2019-06-10,1.13172,1.13245,1.1289,1.13146
1087,2019-06-11,1.13146,1.13376,1.13,1.13278
1086,2019-06-12,1.13278,1.13435,1.1281,1.12925
1085,2019-06-13,1.12925,1.13038,1.1267,1.12779
1084,2019-06-14,1.12782,1.12893,1.1201,1.12089
1083,2019-06-17,1.12145,1.12471,1.1202,1.1221
1082,2019-06-18,1.1221,1.1243,1.118,1.1195
1081,2019-06-19,1.11954,1.12544,1.1185,1.12357
1080,2019-06-20,1.12359,1.13174,1.1233,1.1291
1079,2019-06-21,1.12923,1.13778,1.1281,1.13685
1078,2019-06-24,1.13746,1.14041,1.1369,1.13971
1077,2019-06-25,1.13973,1.14122,1.1343,1.13655
1076,2019-06-26,1.13658,1.13914,1.1346,1.13729
1075,2019-06-27,1.13731,1.13816,1.1346,1.13681
1074,2019-06-28,1.1368,1.13936,1.1349,1.13733
1073,2019-07-01,1.13685,1.13711,1.1279,1.12858
1072,2019-07-02,1.1286,1.13218,1.1273,1.12898
1071,2019-07-03,1.129,1.13123,1.1267,1.12872
1070,2019-07-04,1.12873,1.12952,1.1271,1.12862
1069,2019-07-05,1.12862,1.1287,1.1206,1.12245
1068,2019-07-08,1.12286,1.12344,1.1205,1.1216
1067,2019-07-09,1.12159,1.1219,1.1192,1.12056
1066,2019-07-10,1.12056,1.12644,1.12,1.12594
1065,2019-07-11,1.12593,1.1286,1.1244,1.12564
1064,2019-07-12,1.12562,1.1275,1.1237,1.127
1063,2019-07-15,1.12718,1.12839,1.1252,1.12609
1062,2019-07-16,1.1261,1.12634,1.12,1.12105
1061,2019-07-17,1.12104,1.12337,1.1198,1.12268
1060,2019-07-18,1.12272,1.1282,1.1204,1.12491
1059,2019-07-19,1.12493,1.12684,1.1202,1.12211
1058,2019-07-22,1.12177,1.12255,1.1205,1.12085
1057,2019-07-23,1.12084,1.1209,1.1144,1.11518
1056,2019-07-24,1.1152,1.11558,1.1126,1.114
1055,2019-07-25,1.11417,1.11877,1.11,1.11462
1054,2019-07-26,1.11463,1.11511,1.1111,1.11278
1053,2019-07-29,1.11316,1.1151,1.1112,1.11465
1052,2019-07-30,1.11466,1.1161,1.1131,1.11577
1051,2019-07-31,1.11579,1.11621,1.1059,1.1079
1050,2019-08-01,1.1079,1.10961,1.1025,1.10781
1049,2019-08-02,1.10782,1.11164,1.1068,1.11083
1048,2019-08-05,1.11057,1.12264,1.1104,1.12245
1047,2019-08-06,1.1225,1.12496,1.1166,1.12012
1046,2019-08-07,1.12016,1.12419,1.1178,1.1205
1045,2019-08-08,1.12049,1.12326,1.1176,1.11853
1044,2019-08-09,1.11854,1.1223,1.1182,1.1197
1043,2019-08-12,1.12021,1.12308,1.1161,1.12143
1042,2019-08-13,1.12143,1.12286,1.1168,1.11739
1041,2019-08-14,1.11746,1.11908,1.1129,1.11438
1040,2019-08-15,1.11441,1.11585,1.109,1.11099
1039,2019-08-16,1.11098,1.11123,1.1065,1.109
1038,2019-08-19,1.10952,1.11137,1.1075,1.10813
1037,2019-08-20,1.10823,1.1107,1.1064,1.1099
1036,2019-08-21,1.10991,1.11071,1.10794,1.1091
1035,2019-08-22,1.10912,1.11133,1.1062,1.1082
1034,2019-08-23,1.10821,1.11532,1.105,1.11431
1033,2019-08-26,1.1154,1.11541,1.1093,1.10994
1032,2019-08-27,1.10996,1.11161,1.1084,1.10911
1031,2019-08-28,1.1092,1.10981,1.1072,1.1083
1030,2019-08-29,1.10844,1.10934,1.1041,1.10577
1029,2019-08-30,1.10583,1.10605,1.0961,1.0989
1028,2019-09-02,1.0992,1.09944,1.0956,1.09662
1027,2019-09-03,1.09664,1.09789,1.0924,1.09709
1026,2019-09-04,1.097,1.10385,1.0967,1.10337
1025,2019-09-05,1.1034,1.10847,1.1016,1.1035
1024,2019-09-06,1.10355,1.10573,1.1018,1.10289
1023,2019-09-09,1.10249,1.10681,1.1014,1.10487
1022,2019-09-10,1.10487,1.10595,1.1029,1.1048
1021,2019-09-11,1.10489,1.10555,1.0983,1.10102
1020,2019-09-12,1.10095,1.10873,1.0926,1.10581
1019,2019-09-13,1.10581,1.11096,1.1054,1.1071
1018,2019-09-16,1.10789,1.10864,1.0992,1.10048
1017,2019-09-17,1.1005,1.10746,1.0989,1.1071
1016,2019-09-18,1.1071,1.10757,1.1012,1.10313
1015,2019-09-19,1.10312,1.10735,1.1021,1.10447
1014,2019-09-20,1.10448,1.10677,1.0995,1.1017
1013,2019-09-23,1.10177,1.10255,1.0964,1.09952
1012,2019-09-24,1.09953,1.10241,1.0982,1.10188
1011,2019-09-25,1.1019,1.10196,1.0936,1.09491
1010,2019-09-26,1.09493,1.09674,1.0908,1.09201
1009,2019-09-27,1.09201,1.09587,1.0904,1.09394
1008,2019-09-30,1.09445,1.09478,1.0884,1.08983
1007,2019-10-01,1.08984,1.09428,1.0878,1.09312
1006,2019-10-02,1.09312,1.09637,1.0903,1.09594
1005,2019-10-03,1.09595,1.09994,1.0939,1.09719
1004,2019-10-04,1.09718,1.0999,1.0956,1.0975
1003,2019-10-07,1.09812,1.10006,1.096,1.09719
1002,2019-10-08,1.097,1.09961,1.0939,1.09582
1001,2019-10-09,1.09584,1.09906,1.0953,1.09847
1000,2019-10-10,1.09843,1.10339,1.0978,1.10071
999,2019-10-11,1.10069,1.10628,1.1,1.1035
998,2019-10-14,1.10299,1.10428,1.1012,1.10276
997,2019-10-15,1.10276,1.10461,1.0989,1.10326
996,2019-10-16,1.10334,1.10856,1.1021,1.10747
995,2019-10-17,1.10747,1.11398,1.1063,1.11244
994,2019-10-18,1.11251,1.1183,1.1113,1.1182
993,2019-10-21,1.11573,1.11795,1.1138,1.11495
992,2019-10-22,1.11496,1.1157,1.1116,1.11306
991,2019-10-23,1.11306,1.11405,1.1105,1.11321
990,2019-10-24,1.11325,1.1163,1.1091,1.11034
989,2019-10-25,1.1102,1.11231,1.1071,1.10799
988,2019-10-28,1.10818,1.11067,1.1071,1.10978
987,2019-10-29,1.10979,1.11185,1.1072,1.11117
986,2019-10-30,1.11119,1.11551,1.1079,1.11528
985,2019-10-31,1.11529,1.11758,1.113,1.11514
984,2019-11-01,1.11516,1.11718,1.1127,1.1164
983,2019-11-04,1.11649,1.11755,1.112,1.11218
982,2019-11-05,1.11219,1.11402,1.1062,1.1075
981,2019-11-06,1.1075,1.10928,1.1063,1.10673
980,2019-11-07,1.10675,1.10916,1.1035,1.10491
979,2019-11-08,1.1049,1.10554,1.1015,1.10189
978,2019-11-11,1.10199,1.10431,1.1015,1.10314
977,2019-11-12,1.10314,1.10386,1.1001,1.10109
976,2019-11-13,1.10109,1.10203,1.0994,1.1008
975,2019-11-14,1.10079,1.10275,1.0988,1.10217
974,2019-11-15,1.10218,1.1057,1.1013,1.10512
973,2019-11-18,1.10515,1.109,1.1049,1.10714
972,2019-11-19,1.10712,1.10839,1.1061,1.10774
971,2019-11-20,1.10776,1.10815,1.1051,1.1076
970,2019-11-21,1.10759,1.1097,1.1051,1.1061
969,2019-11-22,1.10618,1.10876,1.1013,1.1022
968,2019-11-25,1.10218,1.10323,1.1002,1.10137
967,2019-11-26,1.10137,1.10256,1.1006,1.10234
966,2019-11-27,1.10234,1.10234,1.099,1.10054
965,2019-11-28,1.10049,1.1018,1.0999,1.1009
964,2019-11-29,1.10108,1.10283,1.098,1.10173
963,2019-12-02,1.10209,1.10907,1.1001,1.10762
962,2019-12-03,1.10762,1.10936,1.1065,1.10816
961,2019-12-04,1.10816,1.11162,1.1065,1.1078
960,2019-12-05,1.10779,1.11081,1.1077,1.11039
959,2019-12-06,1.11043,1.11097,1.1038,1.10564
958,2019-12-09,1.10573,1.1078,1.1052,1.10647
957,2019-12-10,1.10652,1.10978,1.1061,1.10929
956,2019-12-11,1.10929,1.11448,1.1069,1.11328
955,2019-12-12,1.1133,1.11996,1.11019,1.11834
954,2019-12-13,1.11833,1.11934,1.111,1.11223
953,2019-12-16,1.1129,1.11581,1.1121,1.11372
952,2019-12-17,1.11375,1.11747,1.1128,1.11527
951,2019-12-18,1.11527,1.11531,1.1109,1.1115
950,2019-12-19,1.11162,1.11443,1.1106,1.11237
949,2019-12-20,1.11239,1.1125,1.1065,1.10768
948,2019-12-23,1.10781,1.1096,1.1068,1.10899
947,2019-12-24,1.10901,1.1094,1.1068,1.10877
946,2019-12-25,1.10874,1.11023,1.1072,1.1091
945,2019-12-26,1.10911,1.1109,1.1081,1.10953
944,2019-12-27,1.10955,1.11883,1.1095,1.11754
943,2019-12-30,1.11791,1.1221,1.11756,1.11989
942,2019-12-31,1.11989,1.12393,1.1197,1.12129
941,2020-01-01,1.12123,1.12214,1.1208,1.12145
940,2020-01-02,1.12145,1.12245,1.1162,1.11713
939,2020-01-03,1.11713,1.118,1.1123,1.11598
938,2020-01-06,1.11596,1.12055,1.1155,1.11955
937,2020-01-07,1.11956,1.11976,1.1132,1.11477
936,2020-01-08,1.11475,1.11682,1.11,1.11097
935,2020-01-09,1.11096,1.11204,1.1092,1.1106
934,2020-01-10,1.11065,1.11292,1.1084,1.112
933,2020-01-13,1.11168,1.1147,1.1111,1.11352
932,2020-01-14,1.11353,1.11446,1.1103,1.1126
931,2020-01-15,1.11263,1.11634,1.1117,1.11517
930,2020-01-16,1.11516,1.11728,1.1127,1.11368
929,2020-01-17,1.11373,1.11426,1.1084,1.1088
928,2020-01-20,1.10908,1.11024,1.1075,1.10964
927,2020-01-21,1.10963,1.1118,1.1079,1.10824
926,2020-01-22,1.10823,1.10985,1.1069,1.1092
925,2020-01-23,1.10931,1.11087,1.1035,1.10554
924,2020-01-24,1.10553,1.10617,1.1019,1.10251
923,2020-01-27,1.10303,1.10376,1.1008,1.1018
922,2020-01-28,1.1018,1.10253,1.0996,1.10217
921,2020-01-29,1.10218,1.10277,1.0991,1.1009
920,2020-01-30,1.101,1.10394,1.1005,1.10309
919,2020-01-31,1.10318,1.10957,1.1015,1.10917
918,2020-02-03,1.10844,1.1091,1.10346,1.10588
917,2020-02-04,1.10589,1.10642,1.1031,1.10443
916,2020-02-05,1.10447,1.10479,1.0992,1.09995
915,2020-02-06,1.09996,1.1014,1.0963,1.098
914,2020-02-07,1.09808,1.0985,1.094,1.0944
913,2020-02-10,1.09436,1.09575,1.0907,1.091
912,2020-02-11,1.09107,1.09248,1.0891,1.09187
911,2020-02-12,1.0919,1.09256,1.0863,1.08714
910,2020-02-13,1.08717,1.0889,1.0833,1.08399
909,2020-02-14,1.08404,1.08612,1.0826,1.08301
908,2020-02-17,1.08382,1.0851,1.0827,1.08364
907,2020-02-18,1.0837,1.08373,1.0785,1.07942
906,2020-02-19,1.0795,1.0812,1.078,1.08082
905,2020-02-20,1.08081,1.08211,1.0777,1.07868
904,2020-02-21,1.07872,1.08635,1.0783,1.08471
903,2020-02-24,1.08298,1.08722,1.0804,1.08519
902,2020-02-25,1.08518,1.08903,1.0828,1.08804
901,2020-02-26,1.08807,1.09087,1.0853,1.0882
900,2020-02-27,1.08822,1.10066,1.0878,1.10024
899,2020-02-28,1.10024,1.10531,1.0949,1.10289
898,2020-03-02,1.1046,1.11846,1.1035,1.11388
897,2020-03-03,1.11385,1.12135,1.1094,1.1169
896,2020-03-04,1.1169,1.11876,1.1094,1.11332
895,2020-03-05,1.11329,1.1245,1.1118,1.1231
894,2020-03-06,1.12302,1.1355,1.12106,1.1285
893,2020-03-09,1.13868,1.14961,1.1355,1.14381
892,2020-03-10,1.14386,1.1439,1.1274,1.1307
891,2020-03-11,1.13085,1.13667,1.1249,1.12583
890,2020-03-12,1.12586,1.13336,1.1054,1.11757
889,2020-03-13,1.11756,1.12213,1.1053,1.1105
888,2020-03-16,1.1157,1.12367,1.10845,1.11677
887,2020-03-17,1.11676,1.11893,1.0954,1.1015
886,2020-03-18,1.1015,1.10452,1.0801,1.09326
885,2020-03-19,1.09327,1.09818,1.06529,1.06635
884,2020-03-20,1.06635,1.0831,1.0636,1.06929
883,2020-03-23,1.06586,1.08282,1.0656,1.07449
882,2020-03-24,1.07452,1.08881,1.0742,1.081
881,2020-03-25,1.08116,1.08939,1.0759,1.08806
880,2020-03-26,1.08806,1.10588,1.0873,1.10343
879,2020-03-27,1.1034,1.11473,1.09529,1.114
878,2020-03-30,1.11098,1.11444,1.1008,1.10414
877,2020-03-31,1.10418,1.1043,1.0925,1.1023
876,2020-04-01,1.1023,1.10374,1.0901,1.09555
875,2020-04-02,1.09561,1.09645,1.0819,1.08495
874,2020-04-03,1.08498,1.08553,1.0771,1.08124
873,2020-04-06,1.08175,1.08356,1.0767,1.07849
872,2020-04-07,1.07849,1.09263,1.0783,1.0892
871,2020-04-08,1.08922,1.09021,1.0829,1.0859
870,2020-04-09,1.08591,1.09516,1.084,1.09262
869,2020-04-10,1.09264,1.09527,1.0917,1.09317
868,2020-04-13,1.09366,1.09678,1.0891,1.09146
867,2020-04-14,1.09146,1.09908,1.0913,1.0983
866,2020-04-15,1.09837,1.09881,1.0855,1.0901
865,2020-04-16,1.09019,1.09073,1.0815,1.08601
864,2020-04-17,1.086,1.08927,1.081,1.08735
863,2020-04-20,1.08677,1.08969,1.084,1.08641
862,2020-04-21,1.08641,1.08803,1.0815,1.08537
861,2020-04-22,1.08535,1.08853,1.0802,1.08229
860,2020-04-23,1.08231,1.08468,1.0755,1.07798
859,2020-04-24,1.07798,1.08296,1.0725,1.08242
858,2020-04-27,1.0817,1.08604,1.081,1.08285
857,2020-04-28,1.08287,1.08885,1.0808,1.0823
856,2020-04-29,1.08253,1.08857,1.0822,1.08745
855,2020-04-30,1.08748,1.09728,1.08327,1.0943
854,2020-05-01,1.0943,1.1019,1.0933,1.09798
853,2020-05-04,1.09564,1.09625,1.0894,1.0904
852,2020-05-05,1.0904,1.0926,1.0825,1.08437
851,2020-05-06,1.08057,1.0817,1.0789,1.0797
850,2020-05-07,1.07983,1.0841,1.0764,1.08376
849,2020-05-08,1.0836,1.08757,1.0814,1.08379
848,2020-05-11,1.08346,1.08505,1.0799,1.0809
847,2020-05-12,1.08096,1.08852,1.0783,1.08516
846,2020-05-13,1.08514,1.08965,1.081,1.08181
845,2020-05-14,1.08181,1.0824,1.0773,1.08027
844,2020-05-15,1.08032,1.08512,1.0788,1.08179
843,2020-05-18,1.08205,1.0927,1.0798,1.09158
842,2020-05-19,1.09166,1.09761,1.0901,1.09234
841,2020-05-20,1.09239,1.0999,1.092,1.0978
840,2020-05-21,1.09791,1.10085,1.0936,1.09502
839,2020-05-22,1.09507,1.0956,1.0884,1.09
838,2020-05-25,1.09037,1.09145,1.0869,1.08944
837,2020-05-26,1.08948,1.0996,1.0893,1.09817
836,2020-05-27,1.09818,1.10309,1.0933,1.10125
835,2020-05-28,1.10132,1.10936,1.099,1.10734
834,2020-05-29,1.10733,1.11452,1.1068,1.11069
833,2020-06-01,1.1111,1.11541,1.1099,1.1131
832,2020-06-02,1.1132,1.1196,1.1113,1.1172
831,2020-06-03,1.1172,1.12579,1.1167,1.1231
830,2020-06-04,1.12323,1.13627,1.1193,1.13211
829,2020-06-05,1.13369,1.1384,1.1276,1.12873
828,2020-06-08,1.13011,1.13198,1.1266,1.1293
827,2020-06-09,1.12944,1.13638,1.1239,1.1338
826,2020-06-10,1.1339,1.14225,1.13209,1.1376
825,2020-06-11,1.13773,1.14037,1.1285,1.12985
824,2020-06-12,1.1298,1.13406,1.1211,1.12601
823,2020-06-15,1.12467,1.13326,1.1225,1.1329
822,2020-06-16,1.13294,1.13534,1.1226,1.12583
821,2020-06-17,1.12592,1.12939,1.1205,1.12444
820,2020-06-18,1.12446,1.12614,1.1184,1.12089
819,2020-06-19,1.12083,1.12544,1.1166,1.1176
818,2020-06-22,1.11798,1.12749,1.1167,1.12727
817,2020-06-23,1.12729,1.13486,1.1231,1.13078
816,2020-06-24,1.13081,1.13258,1.1246,1.12522
815,2020-06-25,1.12518,1.12597,1.1189,1.12211
814,2020-06-26,1.12212,1.12394,1.1194,1.12176
813,2020-06-29,1.12242,1.12879,1.1217,1.12488
812,2020-06-30,1.12487,1.1262,1.1189,1.1235
811,2020-07-01,1.12344,1.12752,1.1184,1.12521
810,2020-07-02,1.12521,1.13027,1.1222,1.124
809,2020-07-03,1.12416,1.12518,1.1218,1.12464
808,2020-07-06,1.12439,1.13454,1.1243,1.13099
807,2020-07-07,1.13106,1.13326,1.1257,1.12733
806,2020-07-08,1.1274,1.13518,1.1261,1.133
805,2020-07-09,1.13326,1.13706,1.1279,1.12868
804,2020-07-10,1.12874,1.1325,1.1253,1.12961
803,2020-07-13,1.13155,1.13749,1.1299,1.13448
802,2020-07-14,1.13449,1.14124,1.1324,1.1408
801,2020-07-15,1.14089,1.1452,1.1389,1.141
800,2020-07-16,1.14119,1.14418,1.1369,1.13841
799,2020-07-17,1.13847,1.14437,1.1376,1.14253
798,2020-07-20,1.14355,1.14677,1.1401,1.14462
797,2020-07-21,1.1445,1.154,1.1421,1.15316
796,2020-07-22,1.15323,1.16015,1.1505,1.15696
795,2020-07-23,1.15699,1.16272,1.1539,1.1601
794,2020-07-24,1.16017,1.16581,1.158,1.1656
793,2020-07-27,1.16526,1.17815,1.1641,1.1763
792,2020-07-28,1.17635,1.17737,1.1697,1.17198
791,2020-07-29,1.17199,1.18064,1.1712,1.17899
790,2020-07-30,1.17898,1.18486,1.1729,1.18479
789,2020-07-31,1.1848,1.19088,1.176,1.1771
788,2020-08-03,1.17944,1.17968,1.1694,1.1758
787,2020-08-04,1.17604,1.18062,1.172,1.17979
786,2020-08-05,1.1798,1.19049,1.1792,1.1872
785,2020-08-06,1.18726,1.19162,1.1817,1.1881
784,2020-08-07,1.18813,1.1882,1.1754,1.1787
783,2020-08-10,1.1776,1.18007,1.1734,1.174
782,2020-08-11,1.17416,1.1808,1.172,1.1742
781,2020-08-12,1.17435,1.1817,1.1709,1.17873
780,2020-08-13,1.17868,1.18642,1.1784,1.1817
779,2020-08-14,1.18166,1.18504,1.178,1.18408
778,2020-08-17,1.18416,1.1881,1.1827,1.18726
777,2020-08-18,1.18722,1.19656,1.1869,1.19393
776,2020-08-19,1.19396,1.19527,1.1829,1.1851
775,2020-08-20,1.18514,1.18687,1.1801,1.1865
774,2020-08-21,1.18655,1.18829,1.1753,1.17958
773,2020-08-24,1.1801,1.18496,1.1782,1.17936
772,2020-08-25,1.17939,1.18439,1.1782,1.18327
771,2020-08-26,1.18334,1.18393,1.1771,1.1835
770,2020-08-27,1.18361,1.19019,1.1761,1.1817
769,2020-08-28,1.18186,1.19197,1.1809,1.19008
768,2020-08-31,1.19084,1.19661,1.1883,1.1937
767,2020-09-01,1.19371,1.20114,1.19,1.1917
766,2020-09-02,1.19179,1.1929,1.1821,1.18526
765,2020-09-03,1.18536,1.18646,1.1787,1.1845
764,2020-09-04,1.18464,1.18654,1.1779,1.18389
763,2020-09-07,1.18406,1.18487,1.181,1.18157
762,2020-09-08,1.1815,1.18276,1.17559,1.17667
761,2020-09-09,1.17668,1.18342,1.1751,1.18078
760,2020-09-10,1.18079,1.19175,1.1799,1.18196
759,2020-09-11,1.18202,1.18742,1.1817,1.18453
758,2020-09-14,1.1835,1.1888,1.1831,1.1865
757,2020-09-15,1.18649,1.19005,1.1838,1.1847
756,2020-09-16,1.1847,1.18826,1.1786,1.18152
755,2020-09-17,1.18122,1.18524,1.1736,1.18422
754,2020-09-18,1.18436,1.18705,1.1825,1.1839
753,2020-09-21,1.18411,1.18719,1.173,1.1769
752,2020-09-22,1.17667,1.17725,1.169,1.17057
751,2020-09-23,1.17041,1.1719,1.1648,1.16588
750,2020-09-24,1.16585,1.1687,1.1625,1.1668
749,2020-09-25,1.16692,1.16851,1.1611,1.163
748,2020-09-28,1.16265,1.168,1.1613,1.16618
747,2020-09-29,1.1663,1.17455,1.166,1.1739
746,2020-09-30,1.17388,1.1755,1.1683,1.17223
745,2020-10-01,1.17234,1.17696,1.1715,1.17432
744,2020-10-02,1.17444,1.1748,1.1694,1.1716
743,2020-10-05,1.17116,1.17975,1.17077,1.17806
742,2020-10-06,1.17809,1.18077,1.1729,1.1732
741,2020-10-07,1.17335,1.1782,1.1723,1.17628
740,2020-10-08,1.17625,1.17818,1.1731,1.17574
739,2020-10-09,1.1758,1.1831,1.17557,1.1826
738,2020-10-12,1.18137,1.18268,1.1785,1.1814
737,2020-10-13,1.18127,1.18154,1.1728,1.1744
736,2020-10-14,1.17428,1.1771,1.17184,1.1747
735,2020-10-15,1.17472,1.17578,1.1687,1.1709
734,2020-10-16,1.17083,1.17462,1.1692,1.17158
733,2020-10-19,1.17177,1.17938,1.1701,1.17666
732,2020-10-20,1.1767,1.18408,1.1758,1.18221
731,2020-10-21,1.18226,1.18807,1.18206,1.18579
730,2020-10-22,1.18578,1.18669,1.181,1.18196
729,2020-10-23,1.18197,1.1865,1.1785,1.1859
728,2020-10-26,1.18554,1.18597,1.1801,1.1809
727,2020-10-27,1.18093,1.18388,1.1781,1.17871
726,2020-10-28,1.17867,1.1788,1.1716,1.1746
725,2020-10-29,1.17452,1.17588,1.1648,1.16741
724,2020-10-30,1.16737,1.17043,1.1638,1.16459
723,2020-11-02,1.16474,1.1656,1.1621,1.16402
722,2020-11-03,1.16404,1.17398,1.16318,1.17133
721,2020-11-04,1.17115,1.1771,1.1602,1.16721
720,2020-11-05,1.17241,1.18598,1.1709,1.18267
719,2020-11-06,1.18268,1.1891,1.1794,1.18716
718,2020-11-09,1.18881,1.192,1.1794,1.18126
717,2020-11-10,1.18125,1.18433,1.1778,1.18136
716,2020-11-11,1.18119,1.18327,1.1809,1.18236
715,2020-11-12,1.17763,1.18232,1.1757,1.18039
714,2020-11-13,1.18041,1.18375,1.1797,1.1835
713,2020-11-16,1.18394,1.1869,1.1812,1.18498
712,2020-11-17,1.18498,1.1894,1.1842,1.18612
711,2020-11-18,1.18615,1.18911,1.1847,1.18525
710,2020-11-19,1.18522,1.18826,1.1814,1.18743
709,2020-11-20,1.18726,1.18908,1.1848,1.18544
708,2020-11-23,1.18521,1.19061,1.1799,1.18392
707,2020-11-24,1.184,1.18963,1.1834,1.18898
706,2020-11-25,1.18889,1.19297,1.188,1.19151
705,2020-11-26,1.19157,1.19409,1.1884,1.19121
704,2020-11-27,1.19123,1.19641,1.19057,1.1962
703,2020-11-30,1.19608,1.20033,1.1922,1.19245
702,2020-12-01,1.19243,1.20767,1.1923,1.20685
701,2020-12-02,1.20686,1.21185,1.2038,1.21132
700,2020-12-03,1.21134,1.21746,1.2099,1.2143
699,2020-12-04,1.21454,1.21775,1.2109,1.21202
698,2020-12-07,1.213,1.21663,1.2077,1.21078
697,2020-12-08,1.21067,1.2134,1.2094,1.2101
696,2020-12-09,1.21004,1.21475,1.20986,1.2133
695,2020-12-10,1.20791,1.2159,1.2073,1.21355
694,2020-12-11,1.2136,1.2163,1.2103,1.21121
693,2020-12-14,1.21345,1.21768,1.2114,1.21431
692,2020-12-15,1.2142,1.21689,1.212,1.21505
691,2020-12-16,1.21501,1.22123,1.2124,1.2198
690,2020-12-17,1.21968,1.22728,1.2189,1.22659
689,2020-12-18,1.2268,1.22718,1.2224,1.2255
688,2020-12-21,1.22196,1.22531,1.2128,1.2243
687,2020-12-22,1.22432,1.22571,1.215,1.2161
686,2020-12-23,1.21603,1.2221,1.2152,1.21852
685,2020-12-24,1.21845,1.22157,1.2176,1.21844
684,2020-12-25,1.21836,1.2205,1.2161,1.21832
683,2020-12-28,1.21832,1.22504,1.21794,1.2216
682,2020-12-29,1.2214,1.22753,1.22057,1.22475
681,2020-12-30,1.22476,1.23101,1.22435,1.2296
680,2020-12-31,1.22949,1.23093,1.2207,1.22138
679,2021-01-01,1.2215,1.2215,1.22138,1.22138
678,2021-01-04,1.22386,1.23098,1.2229,1.22461
677,2021-01-05,1.22469,1.23057,1.22428,1.22957
676,2021-01-06,1.2296,1.23495,1.2264,1.23242
675,2021-01-07,1.2325,1.23445,1.2243,1.22688
674,2021-01-08,1.22705,1.22848,1.2193,1.2197
673,2021-01-11,1.2216,1.22284,1.2131,1.21495
672,2021-01-12,1.21505,1.22097,1.2135,1.22052
671,2021-01-13,1.22057,1.22229,1.2138,1.21565
670,2021-01-14,1.21566,1.21788,1.211,1.21515
669,2021-01-15,1.2154,1.21625,1.2072,1.20749
668,2021-01-18,1.20823,1.20869,1.2052,1.20745
667,2021-01-19,1.20744,1.2145,1.2072,1.2128
666,2021-01-20,1.21284,1.21582,1.2075,1.21044
665,2021-01-21,1.21057,1.21732,1.2101,1.21595
